Library,Commit,Root Cause,Date,Label
tensorflow,https://github.com/tensorflow/tensorflow/commit/a32a1c9123a7c4fb926c1cdc3d99188a171cdfe5,N.A,2024-01-02 2:50:19,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/cd2998837aba5e77e789fd848704f695905874e5,N.A,2023-12-20 15:22:58,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/c1b5fe83a0fb5558a76155d4d3978c8c7e2b8d75,N.A,2023-12-18 22:25:26,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/8044abd7e8eb4558519a03906a4728d21a2797bd,N.A,2023-12-06 9:44:28,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/84002d3519423aa5edca41e47761e5702173d7cf,N.A,2023-12-06 5:59:35,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/45889deaa34cd5982f10410bf60eb88f6e66bb0e,N.A,2023-11-13 19:52:40,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/1c5e88a84c70f8c3b29879634a5ea9247cfa8ac0,N.A,2023-11-13 15:32:38,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/9c492018a641ac6b5a03b65a77ff9d1ce60699eb,N.A,2023-11-10 18:30:39,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/65bf54877e14a39a163c43f135fec6681186c153,N.A,2023-11-03 18:42:44,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/aa958952037c47bbe1cda7ff59303792cd8666bd,N.A,2023-11-03 17:40:00,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/4fc8f7df100bcbaceecdb6a1ce73d54515c1daa8,N.A,2023-11-03 12:41:11,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/91063eeabcca8f2aef47ea774ab6245c8afd09f5,N.A,2023-11-03 4:52:19,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/b5b0443099811e48471ee98657ff7e409a7ed6fc,N.A,2023-10-31 17:13:08,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/eaf46a8fc870a0025e36588fc7bdb18b329b73be,N.A,2023-10-24 13:45:31,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/04fb826f98b92dd172ad665d8a5522a2f8201867,N.A,2023-10-18 18:13:10,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/b597c9d09dced6817d50e5469da635d5f44094e0,N.A,2023-10-13 13:28:53,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/1bbd10c3bb8de86bfe126ae7ace123f7e85354cf,N.A,2023-10-03 18:05:49,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/7c45b3e9692e1c92587f21ccce3274102b757e3b,N.A,2023-09-27 15:44:31,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/42af713661bf7324c0a8e9b2ee21750ec417cd5e,N.A,2023-09-26 2:39:44,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/fb36fd261aeb2c7a11ebe3fe1f533685b4c030dc,N.A,2023-09-22 6:50:33,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/ebe4f498df55278020b5c7a78d6a98b13b990294,N.A,2023-09-13 21:57:41,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/67c0625e50468e980d8c97fe5bf74870ec0e7fe5,N.A,2023-09-13 17:02:44,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/68cc4388bc7ea92a0eb24abd28377323da254f79,N.A,2023-09-11 18:36:45,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/48e400d57f48b96c069fbf1d3adcec97c34e140b,N.A,2023-08-30 23:38:16,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/62296aa33e61aad357d43489ce6df0d0846b9ded,N.A,2023-08-25 7:11:21,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/ca6374646ea9e98c59994dc24dd88b57680c3059,N.A,2023-08-24 18:59:32,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/a1203dd302aed09b0f0fc2a4b5ab3ec55cdf4a66,N.A,2023-08-18 15:31:28,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/3758184b3d4770a9ec387e136be087010dcd9bb0,N.A,2023-08-15 18:02:09,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/2ad6eb0c1eb3bcd31e385de3699ab0d8f08eeb74,N.A,2023-08-15 13:49:09,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/f1588783a4b1c223b8bf125b959e0e5f0b988574,N.A,2023-08-01 15:03:03,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/b63d1b6dc65f3b76dd3564f0177528c551f753c3,N.A,2023-07-31 12:50:53,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/0440b9d643366e07cad46c71d80eb617368cc42c,N.A,2023-07-29 14:53:16,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/3db0647ff09d4efc013b296e230223e67f531517,N.A,2023-07-21 16:01:01,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/e30d645e145bbb53aedc96912ae755f071e2e97a,N.A,2023-07-19 11:38:53,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/b09824a4ca5831d7c02f99077bfac419e3e230f1,N.A,2023-07-19 2:16:27,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/ebd65be4d8a6db910247c116106dae0dc28472b2,N.A,2023-07-18 13:45:02,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/ca1e1548c86ec7484cfedd79d49cd48dd02ff93e,N.A,2023-07-17 12:36:15,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/4af196bdf7602a3987fbac7e114e1cb01ed25484,N.A,2023-07-14 19:13:37,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/40eafe0e02d98f77c13607c4902bd07d8125be6d,N.A,2023-07-13 18:30:09,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/9335670d00c995294f8cb3eeb70ecc93fcae6bfe,N.A,2023-07-13 18:26:35,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/70c60acb6100651def0b8447783ecb65e273f155,N.A,2023-07-13 3:05:32,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/305a5a6754b725e70d6123019a694830923d84a5,N.A,2023-07-10 21:38:46,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/38b006d10700ab58dc9da0f7870d6981313f4bc2,N.A,2023-07-10 12:52:04,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/6b5e39278b64e1b77b75b11b91b95e39eb7b64e5,N.A,2023-07-06 22:51:24,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/028d339502758f2a798108e2bd7179598cfbe448,N.A,2023-07-05 16:53:19,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/1a2a612d70d6b539947a7cef8f20ac98332997fd,N.A,2023-06-27 21:12:02,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/60443e17534e8039b53776f6f995135cbc8d7e90,N.A,2023-06-23 13:28:14,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/3285539bd50b94f09505bcf04aac7770743cd8c8,N.A,2023-06-23 10:58:06,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/cddaac85fce50dd7a99b7e4879f6ed3259e2d531,N.A,2023-06-22 16:54:58,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/88a4cc25921bb1bcaff62c82ffea6650895fb4ad,N.A,2023-06-21 12:21:18,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/481b90050228f51d9a9facde35b96fbf8a7a9a69,N.A,2023-06-21 10:57:58,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/363461cb2303868367f101e9a84a60bb49ca49bb,N.A,2023-06-16 20:26:47,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/9fb316ca3da873789eeb4131d92c24a1f25c562d,N.A,2023-06-12 12:25:52,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/cac6232dafc13931f046aa41237eeb715469ac6f,N.A,2023-06-11 16:55:51,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/543e4be9c619de7ab4903f6570f4e89ab1a2c4f1,N.A,2023-06-09 15:28:16,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/48421345a02db49011cd4536285e76535c5d67c2,N.A,2023-06-09 1:52:05,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/4c84006ca161643dc868b090f445c7f05bd74c19,N.A,2023-06-07 3:52:41,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/5641537ec30053330595da92270a45ee429d3040,N.A,2023-06-01 11:21:50,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/dc3368241de879d382a85f5c1fac8df4ed810c80,N.A,2023-05-30 15:00:18,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/1ae19b096a4bd23befa83d7c4ae9703a933044c4,N.A,2023-05-26 14:51:23,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/cc199296c36488b363409415d41d053b94d071d6,N.A,2023-05-24 9:45:34,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/f496b47541441549f39c9ff5fb64e7cd22c1bf0f,N.A,2023-05-18 13:40:40,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/aab2884a6f6f479871fe82a2d151b0101a66fd80,N.A,2023-05-17 10:58:10,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/a60ab1028c4f11cb91776d5a3f8d31d93f25ac6e,N.A,2023-05-17 9:31:20,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/b200b38ab1068a991135d946e0cad65600b31ba4,N.A,2023-05-17 9:24:15,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/c4af3626af4b825717418463bf5d4690936853e2,N.A,2023-05-16 9:00:26,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/e16f0155d376173a4c1be0c727a34bcf716eda30,N.A,2023-05-15 17:06:30,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/6df95afdb99c792a153b9133d8152140636955b7,N.A,2023-05-15 13:37:17,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/4f65cb3d1f68826c221ff2df0eabeca6122733e8,N.A,2023-05-15 11:32:38,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/16e29ce9f7b4ccc9c5f3ebe7ada1954d1b1e306d,N.A,2023-05-11 22:06:58,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/6181230152a626432a8a704d7df8391c6e1ad647,N.A,2023-05-11 18:56:45,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/bf79252333c23a92239e7eb8b764b1e95c7bfdef,N.A,2023-05-09 20:55:15,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/84b1508b4a1900a9452a907a6908b79d451b0718,N.A,2023-05-08 15:09:30,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/1f2947c7a493d4fdc365759cc93f073ec3abb7a0,N.A,2023-05-06 22:50:17,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/4e48078e06970ed7ab01d57cb4ce95291614a01e,N.A,2023-05-05 16:53:11,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/b94ce3a38a9e8759c8945e5eea584ddc339243cd,N.A,2023-05-04 6:46:31,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/493eab2a593270f19a1eb8563ec5d0c4ac500ac6,N.A,2023-05-04 6:17:39,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/ddb4843fbbfcc14121ab0e1e12296eb8a02b0a30,N.A,2023-05-02 18:37:26,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/d769af73c5b555cb0464179b9fd49b2fc6c5b80d,N.A,2023-04-27 12:57:28,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/273005c1fb3242d4d4b667eeccf1f79082105c86,N.A,2023-04-25 23:37:10,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/af92cf224ee8e7ed4d8f577f9e24cbeab86f1738,N.A,2023-04-24 2:41:28,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/7ddf59d89ff13fd6c9086d23c71156a4d9d29ba5,N.A,2023-04-21 20:49:01,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/e83b5b97ea4daa8c9bdc460daca60698f6969137,N.A,2023-04-21 13:04:01,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/38eecfafca0edd96e0a9e485c2b671c74e5b7355,N.A,2023-04-20 22:12:49,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/6f9459f9554b6624d919a3b960711534b4b79931,N.A,2023-04-18 21:24:39,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/fd97a6fcce1c54f5f1a38f625a56e6f646d71d63,N.A,2023-04-17 7:53:06,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/84ff5be2857a9980357d2b01d6747bd866005be9,N.A,2023-04-14 16:08:00,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/61cc8f2c89cd4f0e263e97d6180dd8d6579676be,N.A,2023-04-13 16:29:43,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/4e35e4de4d75e15cf420f601beb827337d434cf3,N.A,2023-04-12 15:30:18,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/9a12d03de6a8a2e389d8e2f5063f0b567e0b1702,N.A,2023-04-05 11:02:05,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/3c44525126c088905373484293706cfd5483940c,N.A,2023-04-05 9:23:00,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/0527a0a7fd77da8a02c789fa4d6ca8404ee3da63,N.A,2023-04-04 9:35:29,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/232683a9b9e567f43239592b958e4302c257d85d,N.A,2023-04-04 8:31:06,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/7880014be998032d349419886a17481fe67bc28e,N.A,2023-04-03 13:25:48,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/17cda590d67a3eb6e63bd12f3c423b8dd80fab10,N.A,2023-03-29 13:17:03,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/48abc8ee20876d1a159bbb836e09135664118e44,N.A,2023-03-24 18:05:01,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/6073faead9acd26646cfb1121443ebb147bd3b15,N.A,2023-03-24 13:08:14,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/ba298d672c3f04444fb38a906d62f9a5f642121c,N.A,2023-03-23 7:10:15,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/ca388405c617415aebe5669a52f51d36fdb5f255,N.A,2023-03-20 12:53:22,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/1ed40e77af71f98015bccb342a0ceb349f736b52,N.A,2023-03-20 12:14:25,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/8805f02dd9764c9f6e47a80e538b99f20318289d,N.A,2023-03-16 14:39:23,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/329261a2e7fc0d85b73d0de024c6b010967b6fe1,N.A,2023-03-16 14:19:29,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/84d0615272667671f60e785d978e6b84422be3a7,N.A,2023-03-15 21:43:41,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/ea5d849be1ea2943a8873ef68d631f702b3d4594,N.A,2023-03-13 22:01:16,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/868c6725d1122eeb321c52298dc14c37f5cb4889,N.A,2023-03-13 21:38:51,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/f1945921a30f2b914c2b8bcfb20f2c224301f24f,N.A,2023-03-07 13:38:03,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/e5a244d8ae2e51e4355b968f51116ec6e8460b31,N.A,2023-02-28 12:43:37,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/683de93d5f12edd5e9dcd9843dd32ce8b48a27eb,N.A,2023-02-27 18:54:17,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/56d215967aa7ac97e10b05b680aed52381e611ab,N.A,2023-02-27 12:54:14,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/6b167daef1d6953fd908c1ced6f347e1a7758138,N.A,2023-02-23 14:45:22,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/a1b9edad9aee7475d176e29d4af73c5e809f8be1,N.A,2023-02-21 13:55:35,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/ca291170e701b8b81fe9ffba1475c1261fcb990a,N.A,2023-02-21 1:35:11,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/8de1b71a23c990bc70dfa67a99a13559ee03e30a,N.A,2023-02-16 16:21:27,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/c69eda182c544a38698c3b2c7071e5283bbb5849,N.A,2023-02-13 21:52:02,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/b9fdc987b018d481603dabc84749f16b88114e43,N.A,2023-02-13 14:31:10,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/9dd17a3bf1f23e39040e85681369a8237cbf7146,N.A,2023-02-10 16:01:20,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/3231f89230a0b1f8f0e4816604a2a36bf244e763,N.A,2023-02-08 23:58:01,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/f74375a4c18672dca65514957d9c830094b6f39c,N.A,2023-02-08 15:06:31,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/b5eae3752e28071e805db0925e3661742ee1a5cd,N.A,2023-02-08 12:32:35,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/79f8cd01bd871bffa14c63a6562a55a71cea4398,N.A,2023-02-06 15:08:30,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/5d72568187569d40e6455c9a83aa8c51e730351e,N.A,2023-02-06 12:49:43,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/f024cd92f64190f0efc06253ace34043c7f478ed,N.A,2023-02-03 23:51:23,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/0f8f19fb0ddeede2836a4431b19e2fe35018d271,N.A,2023-02-03 15:54:32,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/5552cb0d2200a37aa1a4d7a3a0846a6a4756e264,N.A,2023-02-03 9:07:59,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/8b1ff1161554fd18717d9cc2043ca97b099f7606,N.A,2023-02-02 18:55:26,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/5bf253cb1da3a7b862f332ccdc9a277d6669ba71,N.A,2023-02-01 10:48:09,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/8f49e2b3e38a7bed7445f14127b8a8c7df836d92,N.A,2023-02-01 8:54:59,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/8386c6ed2a1f7905941b1706b9d8f134400f09a1,N.A,2023-01-31 17:18:22,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/39234407956f746a363935d0a4dd70eb72bde99c,N.A,2023-01-31 16:53:30,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/3b716f81d39c7dbf7cf2a1be61c1493b4dacfde0,N.A,2023-01-31 16:16:42,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/55938f8f0f9456d7a0c8dc788352813fa20cc718,N.A,2023-01-27 17:17:39,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/877e6ecbd43957d8e7313efb61e962149f6231cb,N.A,2023-01-27 14:56:02,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/555dd16a4cbb4078ddf549f06617b500b8e8fe99,N.A,2023-01-26 7:33:03,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/d9f4f05f2bf31b38e6ca5636d1a2d3048643fba6,N.A,2023-01-18 12:24:33,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/2eb474d28997b78dfac285fe7b19b0f51a15a23b,N.A,2023-01-17 18:16:13,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/74e2e7d5ef9c24dd08f657309c8b5c3bd20cb0f2,N.A,2023-01-17 17:05:19,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/6b265a78cabc368c60e555d43ecb63bd6944805d,N.A,2023-01-17 16:41:32,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/d31b064eb5d3381c32b0da600e8cd9c9c299a47d,N.A,2023-01-17 3:53:56,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/aad1efd6c3120952decab0d86b1699c2d3500cc2,N.A,2023-01-11 20:02:45,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/cbc2bae6851aa5fba10fa969607bc11dec92d1b6,N.A,2023-01-11 17:55:01,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/5dadfe4fb9629d4ca54054104754d4cc03d67623,N.A,2023-01-11 10:23:17,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/8405f33e590e1639927dcf0658724b03a5ee6ddc,N.A,2023-01-09 20:31:06,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/281e8e61224bd196b765989ef911ea1002a0f926,N.A,2023-01-09 19:45:40,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/b46a2dba8bfa4003b5134003ab1325f88aa878f6,N.A,2023-01-06 6:13:41,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/9a6dffe783a268b0270927673c8b8317aaf5bd96,N.A,2023-01-06 3:47:30,clean
tensorflow,https://github.com/tensorflow/tensorflow/commit/219b178e1a4d9766d5413ad4c6ff14879e80b8ea,N.A,2022-12-29 23:29:28,clean
