Library,Commit,Date,Root Cause,Label
pytorch,https://github.com/pytorch/pytorch/commit/21bd4ba56113e862ed3863bd5e8dc4c5bb997a5c,2022-07-21 13:41:19,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/7ba1e4303b44f137a868a636f02a7276f2149232,2022-07-21 13:41:21,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/9b5d63ea76df5b135cfae866a35b34d81ae506ac,2022-07-21 13:41:23,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/f21e573c99e10fdccc7abdb403f04357e121d7ed,2022-07-21 13:41:23,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/480f12da1cabafb1b8c6d7c9280539fd20e2e1c8,2022-07-21 13:41:29,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/ff9558a2ea626b1526ded6848e06e1e809fae53c,2022-07-21 13:41:33,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/e5d326b9b88472981a424f15fc9e6dc3e2680fbf,2022-07-21 13:41:34,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/1afb604c22829c2548c81c1d05361bff2211d613,2022-07-21 13:41:37,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/ec77d35bda439325c95964610b3edd4b66e16d5e,2022-07-21 21:47:29,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/3c2c2cc9474b46238bf2f517762ab853b84bbf4d,2022-07-22 14:06:07,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/2ac24675cca7a3b91ee11b650da6ebce82a1155e,2022-07-22 18:56:37,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/df4226b48a52180dc5f080c4078c7f7546090c81,2022-07-22 21:43:40,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/35d97e21c8e2e28fae4a4744ce42f1544972ba1f,2022-07-23 2:53:15,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/6697f1e467cc8d4dfaf66c1d5a451e2bf82cf588,2022-07-25 20:04:40,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/355d5da24b7dfd50e6600e06a5407526a402c510,2022-07-25 23:02:13,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/6ab1fe19eec0aa610bca6de881d373905da2fb37,2022-07-25 23:10:58,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/80e2d5704bab33ae20b037f2bdf2662dd5577a07,2022-07-27 5:53:06,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/7391dec96ab9f52b841973149922ff39ada489ff,2022-07-27 16:37:28,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/3ef7a6921d0c68aba5d1e1e7ebd21b2c89cfc78a,2022-07-27 19:11:15,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/703cfb0074df73c1e8d347bbdb26ccf8bd569557,2022-07-27 22:13:10,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/47b03ad42e10b4bf6602c1d5bcb82079800e67b5,2022-07-28 2:03:42,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/4a000ff03e0b496c8f6bb4905b80bb3e405ab078,2022-07-28 2:32:16,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/b019a416741c1a78ebed89516c1f9fdbfb276898,2022-07-28 14:20:52,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/86f038dd56dab9ecec5893b60efc74e46ca19e36,2022-07-28 16:35:01,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/3b9cbb17381578bba88e292439aa0f71af0c0416,2022-07-29 20:08:59,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/50e8abbcadde70c6eb6ef932d3e6cc3fa26a5cd7,2022-08-01 15:07:21,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/9465c0e0b50f3c37bc150ef0016238ba33eca6f4,2022-08-01 17:16:58,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/bf387e894ff52e0e0b631ed39ad3d30ac8a5fa6f,2022-08-01 20:40:01,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/2ffb23616d5b24903558784678a3cdfd263ba155,2022-08-01 23:52:49,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/6ada85eff013f36f5babf7574acaf94856f1cf37,2022-08-02 0:51:21,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/149f0eb51ebba942d20ae6be7ec0c0559b42c4af,2022-08-02 19:49:44,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/39ffad392c49aafcfeba05e2704bb1b666247471,2022-08-03 15:29:08,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/14b660fcc0c32a7478c69a25a253b67d0ed36364,2022-08-03 19:05:17,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/e3dd4242657232d4b404465f2df848050cd7f088,2022-08-04 20:30:35,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/1cafb1027f223f2174f842945dd337cfa0fc120e,2022-08-05 15:35:36,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/6bdf89b0c71a827be2a0969afa33f151e87a32f3,2022-08-05 18:09:47,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/7dd795cbed5ac038e2a7bc51fbfa5d2bacbbb14a,2022-08-06 0:31:22,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/24a084eda69f2c636537a7614060382032565521,2022-08-08 17:50:22,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/90821aab100a436424113e2306eac63f5e247ee5,2022-08-10 0:58:07,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/c5c0dd9b62b14bf8524dd82133a8c746043e3c61,2022-08-10 20:34:46,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/df741c589ffe87cad8f98a9f12007a4966cc27e8,2022-08-10 21:02:56,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/017ecb782d22360f2d405ffba5e1b6aaa9e6b8a6,2022-08-10 21:50:13,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/9213751970e4bb4eecd0b5dc6317740f017460a0,2022-08-10 23:56:15,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/9590cf6d791feab51e7e7c594df1eba0d02283c2,2022-08-11 0:24:14,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/23b5fcaab97d6dfe9267da5dcbbc7c1a157844ed,2022-08-11 14:25:15,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/abb2204f6a9c5af4e14e11cc69de8bcb5cceaea0,2022-08-11 15:27:45,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/568c6fb9a595c45c2066f640e42dfb4e93d8f7fb,2022-08-12 0:54:11,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/4618371da56c887195e2e1d16dad2b9686302800,2022-08-12 2:08:01,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/2c089290b676a221817e48c7de42d1b2bd13609a,2022-08-12 19:44:50,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/6266003d71e85beabef52da54ccf2ae70c11491d,2022-08-15 21:07:45,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/a234774096cb99cb8826fc56092f720e74634987,2022-08-15 21:11:26,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/559c8b8992cff9602b35735b837c3971e9224f36,2022-08-16 20:03:58,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/4b597019b735124b46947e8ff0490e0311f0bdb8,2022-08-16 20:22:21,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/1a38724ed3e189152f11ef576d0ff15a31a39eaa,2022-08-17 16:22:05,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/e9e7363854978e2f70cc65200b5b76a462e37672,2022-08-19 23:30:45,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/7fe19c03e482be1d108fbfca8fb0214e133970ad,2022-08-19 23:30:45,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/4902254b9b595adf1a0346d6f79a6c7b145dbcaa,2022-08-22 2:16:11,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/09157c76c04546f9f55b15a37dda938d6327df8a,2022-08-22 13:42:47,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/8e074f455720245c733bb0f3417a21c9fd5a73c7,2022-08-23 1:50:29,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/b21a6ff6397b74c148c12e4fc41ef12b382443e2,2022-08-25 2:23:22,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/2000eba4547f885dc937c4335bee4ba1a71b4df5,2022-08-25 5:16:01,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/4c19981316eb4c343a935cbd8b06b4bd2b610c50,2022-08-25 19:45:41,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/71369051ee99f679cbb026b571e2521e3845a93e,2022-08-30 3:48:11,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/c26b53f6a4c05a280aabe525a5c5918e3db3da57,2022-08-30 21:40:58,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/c06a5586f57c844fdc4a98e52f88e71f64dd54d2,2022-08-30 21:40:59,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/db7784e7227ea296c9c23be731bcf5bb4ad4dff7,2022-08-31 1:20:14,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/65f98eb47dbf75335d08f7676835a5e1f1fc3574,2022-08-31 18:27:59,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/cfb9d0d23314fd28be118b6ca280ded55364e71c,2022-08-31 19:55:01,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/ece0002c4beaebaf083dc75b7bf8ceb19edf7a0b,2022-09-01 0:34:37,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/0909639c9045e9f9435165778319fdb59728baa6,2022-09-01 11:53:35,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/2b2e0fddf8001c0c662bd582e1d958a74bc84ac4,2022-09-07 16:55:03,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/9beb0c0b877b85880e51366270a5916f70559e42,2022-09-08 17:09:19,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/e6ee8e613dfe764f61b2b29ad0a4a2c36f143eaa,2022-09-09 2:12:52,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/a3855cc611e8be5a76254165a7468503208c7285,2022-09-09 18:54:14,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/328538700a505e7fee4ba66f4b8de72c2cc44217,2022-09-09 19:04:08,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/5c0c8f2ce344f74849afaed88df93292cb30ce0b,2022-09-09 19:32:40,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/bb4e96c9644a034e593085026b781ee78a4d6a77,2022-09-12 20:33:14,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/3baa363f715547b2e9c569434fc7d2d226afd37e,2022-09-12 21:30:29,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/c85e47b36895d44e797536d2fbb45b3edc049767,2022-09-12 21:31:03,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/5a29db142e4665577149e305db0583e55ef21683,2022-09-12 22:45:38,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/33bb8ae350611760139457b85842b1d7edf9aa11,2022-09-13 13:38:58,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/8badb00ff4239acb69a277cff7527f80707d09aa,2022-09-15 0:36:30,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/f0b06c64c8d169f41e025a76390efd89e3cdcd99,2022-09-19 18:10:37,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/a3afb2c2f603f100e18e8aae9e9bfee2d1c67a4a,2022-09-20 18:00:59,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/cb8e73bb71ffb64ff0ef0f6e9fbe6ef7dfcbc307,2022-09-20 21:12:17,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/9c127986bfa5bf8759eb88eb2c77f2de7ad001ba,2022-09-21 21:34:56,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/0e582fbfcc8cab66c0265d3fe326e3dc505855d1,2022-09-23 20:29:48,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/0d86dfccf8607eac845cfa12b3fefd217892efa4,2022-09-25 16:23:21,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/89896b8778b76685c4fc40d1f8ce337d36105c02,2022-09-26 19:13:00,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/f325c29b05fdf350322dcb26e2cd6dff3fb06f1e,2022-09-26 21:30:16,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/45be74cc63aad66f496475a9513e3cc36cace5b6,2022-09-27 4:40:42,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/54e03cdda9fca7fcd8b29e40812213b6ebc8c091,2022-09-27 14:45:58,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/9f1468ae6c8e6e3938a3f1cfb9378e11af2fd0cd,2022-09-27 17:41:58,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/80b88862239554f895a369f88e197ecb0fa53281,2022-09-28 1:39:58,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/5709c67f1f93c47729621fe3a6ec3247286dd03b,2022-09-28 15:48:24,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/913f5784d74bb69eff12b1cf9ac8c3d222750411,2022-09-28 20:56:14,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/7628603aeeeb8ed160c2479f75175bb3ea028a42,2022-09-29 3:58:34,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/e0af12a0765738e1367b3288be413d3f3737522e,2022-09-29 16:37:15,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/a9183c0f9ecc9be47fcb7abf1b23204d26821aa8,2022-09-29 19:16:17,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/eb650abc2c38f9f2f0e45f13877a4a57b8825cca,2022-09-30 16:53:16,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/be327ec08f320e256d444693dde65fe55831bc46,2022-09-30 18:51:43,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/71eb04403ca46e19a3efcde454cedbc2f990dc12,2022-09-30 20:53:41,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/b562987c28b37009d2d95d9506b67e3c16fab83e,2022-10-01 19:30:21,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/d401732baadf2df666f242cd32db5df3b09dbec6,2022-10-03 16:56:22,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/75c0e3a471c19b883feca15fd4ecfabedf746691,2022-10-03 18:40:16,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/0db9419e282c9cacaf9cd7bee3633d5d68219895,2022-10-03 23:38:55,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/b95e0fcc2c40f08f43cc69edbb0168ab17facbda,2022-10-04 4:29:31,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/0e5a27fb8d7df8541251f1ebfc4373c1358c1bab,2022-10-05 22:24:17,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/eb32330d6b3709dc8910eb298d8802fbca57b05c,2022-10-06 17:07:36,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/7c5e07f87ba0443ada94bf849ed3cceb9a2f31a2,2022-10-06 21:36:15,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/233d6f195aa404766448c33d18b8e7ca5e66de51,2022-10-06 22:02:02,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/adfd8f382331adbf9cbfa14039ef3b61f2f4e10c,2022-10-06 23:10:21,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/a2419638373071c74692c9fe5996c69ef509f581,2022-10-07 0:10:27,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/6c604c9262307ffcaf1d7dd68bfa5f6b44513d06,2022-10-07 5:13:37,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/70c6a988d6b5cabed84c686316b6bbeb235cc05c,2022-10-07 7:36:28,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/b3fdb02fb25508d9c61d70b594f8a7fac3b2a365,2022-10-07 15:55:55,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/97e56c176d6091a91ac2afe284fc8cb406780ddd,2022-10-07 21:09:40,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/b645c237bc88c441792d83f19575d0fd3284dcb4,2022-10-08 1:25:03,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/d792d75091416b74b55bd281874a21c4f960cc73,2022-10-10 18:52:26,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/b409d1f65b8c1e2607e250526d215d6a2ae8ef01,2022-10-10 21:58:29,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/4fc0d5341cc58617376c33a2a2c47c2439f4e222,2022-10-11 1:21:16,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/7f02f2ac0cc8e9db2137d299769b456afe27fa45,2022-10-11 19:34:44,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/b79bac0e4ddb3a0b956b8bd0b33ab88daaa64de4,2022-10-13 0:42:46,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/0feccda7d74a23509e1b1edd0c5c76d5f67fa813,2022-10-13 14:14:26,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/7dcfbedce071c62d0ac40ca86c844b5cd4b4d9ef,2022-10-13 17:31:36,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/af1dcef79c1a91ae03faacbdeb2f9127013f7889,2022-10-13 18:09:37,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/3924aa75b111fc5832647dd4cae87c62ed8a2863,2022-10-15 0:20:42,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/30f6f6903c7e68d2105d5b8dfe8841a788bab051,2022-10-16 20:17:22,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/0379af681b4b20475589189251aafbb2e6bb91ca,2022-10-17 1:02:43,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/d29dc2b72a6cb5fb24ff3eacd816e08bd16298dc,2022-10-18 15:27:27,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/48f02312232d71f8e5cabfcc85b70f8330953057,2022-10-18 18:53:03,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/c9b618447d7c948003f26c3b49c28cdc193bd3f0,2022-10-19 22:44:01,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/1e4a274248959a08bd60529d313355dc837e36fe,2022-10-20 17:28:27,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/b805e1abefd10efabff019e9bb5e3d7d8ba85660,2022-10-20 18:01:31,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/961ebca2255f902477e9ea7060b8f28781e3c0cd,2022-10-21 1:09:50,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/6b59d9b566001cd7036ac06497372eae6238cdd4,2022-10-21 5:12:25,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/d73d4aa7de953a3794593ac9e6d6b3a1ce514c3c,2022-10-21 15:55:24,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/db83a0578c914ddc4f229657ba9d9bbe879f92e5,2022-10-21 17:06:56,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/620dbc43d8e3c836ad8d934987ee2f87fefbad7a,2022-10-21 19:03:00,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/5ce9993dce36942d5b1e6c8f46d346014897d326,2022-10-24 23:55:13,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/4ef5f5dec7d8fff6c73d2908ae4ecdfb2cebce04,2022-10-25 4:17:43,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/71933d381b7c021dfa1818e05539a1910fe95296,2022-10-26 20:55:14,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/23ff47ccc53cda92ffe2482f22a4321f721eace0,2022-10-27 15:47:56,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/ce7fcab9bdf61a34bc56b7cd45a882e4ad6ba175,2022-10-28 0:52:00,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/9c793b366faf49c78effb0c78d26c48f7664bc92,2022-10-28 3:42:20,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/166b5d3e7c5c230c455dcbcc05c84dd6bc03721b,2022-10-28 6:11:42,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/376acf7625d741d031e1d2a147f8d68626e21d82,2022-10-28 23:51:44,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/baa715e790921e6498861e59556035de1a481cc5,2022-10-29 15:01:07,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/46ce92713dff83182f36b9f4d2a112f9e568825f,2022-10-31 4:40:54,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/75dbe3790938c30716463604ccfa68c0f9f6a7f5,2022-10-31 16:12:37,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/c7ac3334308adebd8037f2af7b66972f42311ab5,2022-10-31 19:00:16,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/e1c123d29a40ae1f3eae312a118e22769b1db870,2022-11-01 17:59:35,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/1e2c4a6e0e60dda763b53f00f25ee5c1f1e5233d,2022-11-02 17:41:57,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/a8f40b39ce4f9fa9ffd90400b7d10ea4051d623a,2022-11-03 3:01:33,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/c28022d96c12210328d7bab6add026699cf8e9ee,2022-11-03 20:08:16,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/657f2e12f0e212b2f4afd89ab2c824c409dcc951,2022-11-04 1:22:41,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/fbd08fb358b643386edd4dd28b9c747aab4ba8c1,2022-11-04 4:43:05,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/53eac1d48222becc46d0654648648fbf172a1214,2022-11-04 19:23:04,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/7b419e8513a024e172eae767e24ec1b849976b13,2022-11-04 20:04:34,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/d632d94cc7bc1d60ae90b68c31c920f2828c341c,2022-11-04 20:47:42,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/7560a7b27c431f194dd6e06d24f7b49757ea562d,2022-11-04 22:46:55,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/0e3031f7e76fbd84e62650642dc334c11cc3c511,2022-11-05 3:52:40,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/81042d3a53335259c60e5aa8c9b9614c3d87b05f,2022-11-06 2:29:53,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/bd1ffc6501376c6a00dec67d2dd8482470a140b5,2022-11-07 18:03:31,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/0e67b2f7dd13db1fea421d860ede65a653738dfe,2022-11-07 22:24:44,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/eb3f975c6e29104014fa9bbffe12ab32709672d9,2022-11-07 23:48:39,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/8cb5c5543e92628782deb00dda78380076b89e66,2022-11-08 8:32:45,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/eb9b1560195a89df6a14ded05b3e76d97346a1f2,2022-11-09 17:15:12,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/c7fc7104594f19e263a525aa572f97e65b08c386,2022-11-09 22:38:41,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/9d7d21f5691979f728f42a709e1a47ab3e905342,2022-11-11 18:58:15,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/6fe47b682fe1ba2dd2c7da02ff1bb06f8670e3a7,2022-11-11 22:31:32,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/66736ff425d7163df0eed48e9944c8539e92b577,2022-11-12 2:19:46,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/8c46a5de3a2e72c5ffbb714fa4e2d44fc2e59951,2022-11-15 9:49:54,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/62ba15e10e875ce088dff26e872605ee70c8c04a,2022-11-15 17:14:59,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/279dcce702a56f5b3ce5e864fa4db2f882e01084,2022-11-15 19:08:31,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/cf6003f0469ae1440d4a8585860c2c5f4c738707,2022-11-16 16:52:47,N.A,Clean
pytorch,https://github.com/pytorch/pytorch/commit/a6ef2c7634e2a77fe698d5335d29e10ca24cdf2b,2022-11-16 18:25:38,N.A,Clean
